Event ID,Event File,Loc File,Type,Fires For,Options,Has Title,Has Description,Picture,Desc Chars,Paragraphs,News Format,Flags,Grade,Priority,Action,Completion,Context,Notes
DaLat_Question.7,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],727,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
DiemLR.0,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_DiemLR.0,1201,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
DiemLR.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_DiemLR.1,895,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
DiemLR.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_DiemLR.2,1195,4,N/A,,A,P3,Keep,FALSE,,
DiemLR.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_DiemLR.3,1273,4,N/A,,A,P3,Keep,FALSE,,
DiemMarx.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_DiemMarx.1,349,1,N/A,,A,P3,Keep,FALSE,,
Du_So_21.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],474,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Du_So_21.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],522,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Elysee_Accord.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_Elysee_Accords.1,1122,2,N/A,,A,P3,Keep,FALSE,,
Elysee_Accord.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_Elysee_Accords.2,643,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Etat_du_Vietnam.0,VIE_Events.txt,VIE_events_l_english.yml,News,,1,TRUE,TRUE,GFX_Etat_du_Vietnam.0,975,3,OK,,A,P3,Keep,FALSE,,
Etat_du_Vietnam.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_Etat_du_Vietnam.1,709,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Etat_du_Vietnam.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_Etat_du_Vietnam.2,715,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Etat_du_Vietnam.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_Etat_du_Vietnam.3,585,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Etat_du_Vietnam.4,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_Etat_du_Vietnam.4,359,1,N/A,,A,P3,Keep,FALSE,,
Etat_du_Vietnam.5,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_Etat_du_Vietnam.5,439,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Etat_du_Vietnam.6,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_Etat_du_Vietnam.6,495,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_Armed_Forces.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],397,1,N/A,,A,P3,Keep,FALSE,,
FUL_Armed_Forces.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_FUL_Armed_Forces.2,432,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_Armed_Forces.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],353,1,N/A,,A,P3,Keep,FALSE,,
FUL_Armed_Forces.4,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],424,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_DanVuong_Model.1,VIE_Events.txt,VIE_events_l_english.yml,Country,FUL,1,TRUE,TRUE,[NONE],646,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_DanVuong_Model.2,VIE_Events.txt,VIE_events_l_english.yml,Country,"FUL, VIE",2,TRUE,TRUE,[NONE],1065,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_Econ_Committee.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],553,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_Unification.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_FUL_Unification.1,583,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_Unification.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_FUL_Unification.2,529,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_Unification.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_FUL_Unification.3,791,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_Unification.4,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_FUL_Unification.4,700,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_Unification.5,VIE_Events.txt,VIE_events_l_english.yml,Country,"FRA, FUL",1,TRUE,TRUE,GFX_FUL_Unification.5,467,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FUL_Unification.6,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_FUL_Unification.6,489,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
FireWater_Kings.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],646,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
French_Coup.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_French_Coup.1,521,1,N/A,NO_PARA_BREAKS;UNFIRED,N/A,P3,Wire or cut,TRUE,,
French_Coup.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_French_Coup.2,359,1,N/A,,A,P3,Keep,FALSE,,
French_Drawn_Borders.1,VIE_Events.txt,VIE_events_l_english.yml,Country,"CAM, FRA, LOS",2,TRUE,TRUE,GFX_French_Drawn_Borders.1,596,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
French_Econ_Aid.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,[NONE],360,1,N/A,,A,P3,Keep,FALSE,,
French_Econ_Aid.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],224,1,N/A,,A,P3,Keep,FALSE,,
French_Econ_Aid.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],259,1,N/A,,A,P3,Keep,FALSE,,
French_Hinh.0,VIE_Events.txt,VIE_events_l_english.yml,News,,1,TRUE,TRUE,GFX_French_Hinh.0,1013,4,OK,,A,P3,Keep,FALSE,,
French_Hinh.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_French_Hinh.1,918,2,N/A,,A,P3,Keep,FALSE,,
French_Hinh.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_French_Hinh.2,828,3,N/A,,A,P3,Keep,FALSE,,
French_Hinh.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_French_Hinh.3,896,3,N/A,,A,P3,Keep,FALSE,,
French_Hinh.100,VIE_Events.txt,VIE_events_l_english.yml,News,,1,TRUE,TRUE,GFX_French_Hinh.100,1059,4,OK,,A,P3,Keep,FALSE,,
HoangLienRevolt.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_BaoDai.10,1156,4,N/A,,A,P3,Keep,FALSE,,
HoangLienRevolt.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_BaoDai.10,1184,3,N/A,UNFIRED,N/A,P3,Wire or cut,FALSE,,
Initial_CuongDe.0,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_Initial_CuongDe.0,928,2,N/A,,A,P3,Keep,FALSE,,
Initial_CuongDe.1,VIE_Events.txt,VIE_events_l_english.yml,Country,"FRA, JAP, USA",2,TRUE,TRUE,GFX_Initial_CuongDe.1,1762,3,N/A,,A,P3,Keep,FALSE,,
Initial_CuongDe.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],403,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,Early CuongDe event — fires when he is first consolidating power. Single-option informational event. Part of the initial event chain after VIE_CuongDe_Succeeds flag is set. Bridge narrative event introducing Cuong De to the player.,
Initial_CuongDe.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,3,TRUE,TRUE,[NONE],1183,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,Three-option branching event during Cuong De's early consolidation. Player chooses Cuong De's initial political approach (options A/B/C suggest three different stances). Sets the tone for the CuongDe playthrough early game.,
Initial_CuongDe.4,VIE_Events.txt,VIE_events_l_english.yml,Country,VIE,1,TRUE,TRUE,GFX_Initial_CuongDe.4,293,1,N/A,,A,P3,Keep,FALSE,,
Initial_CuongDe.5,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_Initial_CuongDe.5,299,1,N/A,,A,P3,Keep,FALSE,,
Initial_CuongDe.6,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_Initial_CuongDe.6,251,1,N/A,,A,P3,Keep,FALSE,,
Initial_CuongDe.7,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_Etat_du_Vietnam.1,1877,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Initial_CuongDe.8,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_Initial_CuongDe.8,534,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Initial_CuongDe.9,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_Initial_CuongDe.9,929,3,N/A,,A,P3,Keep,FALSE,,
Initial_CuongDe.10,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],1005,4,N/A,,A,P3,Keep,FALSE,,
MayDay_Parade.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_MayDay_Parade.1,797,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
MayDay_Parade.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_MayDay_Parade.2,968,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Militarize_Viet_Border.1,VIE_Events.txt,VIE_events_l_english.yml,Country,FUL,1,TRUE,TRUE,[NONE],414,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
Montagnard_Administrative.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],461,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
NH_DIEMa.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NH_DIEMa.2,820,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
NH_DIEMa.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NH_DIEMa.3,1128,3,N/A,,A,P3,Keep,FALSE,,
NH_DIEMa.4,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NH_DIEMa.4,1491,1,N/A,NO_PARA_BREAKS,C,P2,Rewrite,TRUE,,
NH_DIEMa.5,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NH_DIEMa.5,1476,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
NH_DIEMa.6,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NH_DIEMa.6,1494,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
NH_DIEMa.7,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NH_DIEMa.7,908,3,N/A,,A,P3,Keep,FALSE,,
NH_DIEMa.8,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NH_DIEMa.8,1802,8,N/A,,A,P3,Keep,FALSE,,
NH_DIEMa.9,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NH_DIEMa.9,1317,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
NH_DIEMa.10,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NH_DIEMa.10,1744,9,N/A,TRAILING_SPACE,B,P2,Polish,TRUE,,
NH_DIEMa.11,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NH_DIEMa.11,697,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
NUN_Unification.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_NUN_Unification.1,885,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
NUN_Unification.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NUN_Unification.2,1016,3,N/A,,A,P3,Keep,FALSE,,
NUN_Unification.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NUN_Unification.3,799,3,N/A,,A,P3,Keep,FALSE,,
NV_CuongDe.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],669,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,VIN's reaction to CuongDe gaining power. Single option. Increases France's Indochina Struggle variables (Pro-Independence score and Communist score) by 100 each — representing that CuongDe's nationalist government galvanizes political pressures on French Indochina policy.,
NV_CuongDe.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],990,3,N/A,,A,P3,Keep,FALSE,Similar to NV_CuongDe.1 but a stronger version — increases France's Indochina Struggle variables by 200. Fires in a different scenario or later stage. Represents escalating pressure on French policy from CuongDe's stronger nationalist position.,
NV_CuongDe.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,[NONE],725,3,N/A,,A,P3,Keep,FALSE,,
NV_CuongDe_Unification.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,[NONE],951,4,N/A,,A,P3,Keep,FALSE,Key decision event for VIE approaching VIN about peaceful reunification under CuongDe. Two options: if VIE has good opinion with VIN → peaceful reunification path (triggers .2); if bad opinion → rejection and confrontation (triggers .6). Player-facing choice.,
NV_CuongDe_Unification.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NV_CuongDe_Unification.2,785,4,N/A,,A,P3,Keep,FALSE,,
NV_CuongDe_Unification.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],723,4,N/A,,A,P3,Keep,FALSE,VIN notification event — receives VIE's reunification proposal. Single option that fires NV_CuongDe_Unification.4 for VIE after 6 hours. Pure bridge event from VIN's perspective.,
NV_CuongDe_Unification.4,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NV_CuongDe_Unification.4,827,4,N/A,,A,P3,Keep,FALSE,,
NV_CuongDe_Unification.5,VIE_Events.txt,VIE_events_l_english.yml,News,,1,TRUE,TRUE,GFX_NV_CuongDe_Unification.5,992,4,OK,,A,P3,Keep,FALSE,,
NV_CuongDe_Unification.6,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],806,3,N/A,,A,P3,Keep,FALSE,VIE sends the formal rejection of reunification talks to VIN. Single option that triggers NV_CuongDe_Unification.7 for VIN after 12 hours. Marks the breakdown of negotiations in the confrontational path.,
NV_CuongDe_Unification.7,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],812,3,N/A,,A,P3,Keep,FALSE,VIN receives VIE's rejection of reunification. Opinion effects applied: decreases between VIE and VIN based on country existence checks. Complex outcome event marking the diplomatic fallout of failed talks.,
NV_CuongDe_Unification.8,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NV_CuongDe_Unification.8,369,2,N/A,,A,P3,Keep,FALSE,,
NV_CuongDe_Unification.9,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,[NONE],572,3,N/A,,A,P3,Keep,FALSE,,
NgoDinh_Brothers.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NgoDinh_Brothers.1,1178,4,N/A,,A,P3,Keep,FALSE,,
NgoDinh_Brothers.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NgoDinh_Brothers.2,554,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
NgoDinh_Brothers.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_NgoDinh_Brothers.3,626,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
NgoDinh_Brothers.4,VIE_Events.txt,VIE_events_l_english.yml,Country,VIE,1,TRUE,TRUE,GFX_NgoDinh_Brothers.4,1052,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
QuyChe_16.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_QuyChe_16.1,919,2,N/A,,A,P3,Keep,FALSE,,
TruongSa_Islands.1,VIE_Events.txt,VIE_events_l_english.yml,Country,VIE,2,TRUE,TRUE,GFX_TruongSa_Islands.1,953,2,N/A,,A,P3,Keep,FALSE,,
USA_VIE.1,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE.1,1134,4,N/A,,A,P3,Keep,FALSE,First event in the USA-VIE diplomatic chain. USA receives an initial opportunity regarding Vietnam. Single option — triggers USA_VIE.2 after 1 day. Pure bridge event,
USA_VIE.2,VIE_Events.txt,events_USA_l_english.yml,Country,,2,TRUE,TRUE,GFX_USA_VIE.2,1116,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,TRUE,Key USA decision event: two options for how to engage VIE. Option A completes a USA 50s focus and triggers USA_VIE.3 for VIE (full engagement); Option B adds opinion modifier with FRA (cautious approach). Core branching point of the USA-VIE relationship chain.,
USA_VIE.3,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE.3,846,3,N/A,,A,P3,Keep,FALSE,VIE receives the US diplomatic proposal. Single option. This is the first event that fires for VIE in the USA-VIE chain — VIE learns of American interest and support.,
USA_VIE.4,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,[NONE],988,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,TRUE,"USA internal notification event following VIE engagement. Single option, informational. Part of the diplomatic chain back to USA's side.",
USA_VIE.5,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,[NONE],1253,1,N/A,NON_ASCII;NO_PARA_BREAKS,B,P2,Polish,TRUE,USA proposes a deal to VIN (North Vietnam) as part of mediation efforts. Single option — triggers USA_VIE.6 for VIN after 1 day. Part of a broader US attempt to influence both Vietnams.,
USA_VIE.6,VIE_Events.txt,events_USA_l_english.yml,Country,,2,TRUE,TRUE,[NONE],944,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,TRUE,Critical VIN decision event: USA offers political incentives to the North. Two options: Option A changes VIN's politics to Social Democratic and triggers USA_VIE.8 for USA (cooperation path); Option B rejects and adds a negative opinion modifier (rejection path).,
USA_VIE.7,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,[NONE],651,2,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,TRUE,"USA informed notification event — receives update on VIN's position. Single option, informational bridge in the chain.",
USA_VIE.8,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,[NONE],762,2,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,TRUE,USA arranges news coverage of the agreement and notifies FRA of the development. Single option — creates USA_VIE.9 (news event) and triggers USA_VIE.10 for FRA. Signals a successful diplomatic outcome.,
USA_VIE.9,VIE_Events.txt,events_USA_l_english.yml,News,,1,TRUE,TRUE,[NONE],1261,3,NO_DATELINE,NON_ASCII;SMART_PUNCT,C,P2,Rewrite,TRUE,News event (fires for all) — world press announces the US-Vietnam diplomatic breakthrough. Single option.,
USA_VIE.10,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,[NONE],936,3,N/A,NON_ASCII,B,P2,Polish,TRUE,"FRA (France) receives notification of the US-Vietnam deal. Single option, informational. France learns that the US is taking an active role in Indochina.",
USA_VIE.11,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,[NONE],967,3,N/A,,A,P3,Keep,FALSE,"USA further engagement event — next step in the diplomatic chain. Single option, informational.",
USA_VIE.12,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE.12,601,2,N/A,,A,P3,Keep,FALSE,USA major decision or announcement event — has picture GFX_USA_VIE.12 defined. Single option. One of the more visible events in the chain given it has a custom picture assigned.,
USA_VIE.13,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,[NONE],779,3,N/A,NON_ASCII;SMART_PUNCT,B,P2,Polish,TRUE,"Final or late-stage USA event in the chain. Single option, informational.",
USA_VIE_CuongDe_Installation.1,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE_CuongDe_Installation.1,1335,4,N/A,,A,P3,Keep,FALSE,Critical event — USA helps install Cuong De as VIE's head of state. Effects: -15% stability (political shock); loads the CuongDe focus tree; sets country flags; assigns Cuong De as country leader with democratic ruling party. This is the event that switches VIE to the CuongDe playthrough path.,
USA_VIE_CuongDe_Installation.2,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_Cuong_De,871,3,N/A,,A,P3,Keep,FALSE,US military and economic support package delivered to VIE after CuongDe's installation. Effects: sends equipment and money to VIE; applies opinion modifiers among USA/VIE/VIN; adjusts influence percentage. Uses GFX_Cuong_De (portrait of Cuong De) — verify this file exists.,
USA_VIN_Reunification.1,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE.3,931,3,N/A,,A,P3,Keep,FALSE,USA initiates a reunification mediation process between VIN and VIE. Sets a flag and triggers USA_VIN_Reunification.2 for VIN after 7 days. Single option — USA starts the ball rolling on a negotiated reunification deal favoring the North.,
USA_VIN_Reunification.2,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE.3,854,3,N/A,,A,P3,Keep,FALSE,VIN receives the American reunification proposal. Sets flags; triggers USA_VIN_Reunification.3 for USA and USA_VIN_Reunification.4 for VIE simultaneously. VIN agrees to participate. Bridge event coordinating multiple countries.,
USA_VIN_Reunification.3,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE.3,681,3,N/A,,A,P3,Keep,FALSE,USA continuation event — orchestrating the reunification talks. Single option — triggers USA_VIN_Reunification.5 for VIN after 10 days. Part of the mediation timeline.,
USA_VIN_Reunification.4,VIE_Events.txt,events_USA_l_english.yml,Country,,2,TRUE,TRUE,GFX_USA_VIE.3,688,3,N/A,,A,P3,Keep,FALSE,"VIE decision event — the South must choose: accept US-mediated reunification under VIN, or resist. Option A accepts (leading to peaceful absorption); Option B resists (leading to a contested outcome). Player-facing choice with major consequences.",
USA_VIN_Reunification.5,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE.3,862,3,N/A,,A,P3,Keep,FALSE,"VIN formally absorbs VIE through US mediation (acceptance path). Effects: VIN gains states, annexes VIE and NLF, sets capital, triggers follow-on events (.7 and .8). Major game state change — Vietnam reunified under the North with American blessing.",
USA_VIN_Reunification.6,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE.3,785,3,N/A,,A,P3,Keep,FALSE,Alternative reunification absorption (resistance path) — VIN gains states with an additional -10% stability penalty (due to VIE's resistance). Similar to .5 but harder. Also triggers .7 and .8.,
USA_VIN_Reunification.7,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE.3,689,3,N/A,,A,P3,Keep,FALSE,USA applies final opinion modifiers after reunification — shows American backing and approval of the outcome. Single option. Diplomatic cleanup event.,
USA_VIN_Reunification.8,VIE_Events.txt,events_USA_l_english.yml,Country,,1,TRUE,TRUE,GFX_USA_VIE.3,834,3,N/A,,A,P3,Keep,FALSE,Final reunification event for VIN. Sets global completion flag; drops cosmetic tag; dismantles faction; adjusts politics to Social Democratic with boosted popularity. VIN transformed into unified Vietnam.,
VIE_CD_Recruit.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_VIE_CD_Recruit.1,720,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
VIE_CD_Recruit.2,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_VIE_CD_Recruit.2,231,1,N/A,,A,P3,Keep,FALSE,,
VIE_CD_Recruit.3,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_VIE_CD_Recruit.3,331,1,N/A,,A,P3,Keep,FALSE,,
VIE_CD_Recruit.4,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_VIE_CD_Recruit.4,760,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
VIE_CD_Recruit.5,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_VIE_CD_Recruit.5,236,1,N/A,,A,P3,Keep,FALSE,,
VIE_CD_Recruit.6,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_VIE_CD_Recruit.6,218,1,N/A,,A,P3,Keep,FALSE,,
VIE_CD_Recruit.7,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,GFX_VIE_CD_Recruit.7,541,1,N/A,NO_PARA_BREAKS,B,P3,Polish,TRUE,,
VIE_CD_Recruit.8,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_VIE_CD_Recruit.8,224,1,N/A,,A,P3,Keep,FALSE,,
VIE_CD_Recruit.9,VIE_Events.txt,VIE_events_l_english.yml,Country,,1,TRUE,TRUE,GFX_VIE_CD_Recruit.9,220,1,N/A,,A,P3,Keep,FALSE,,
VIE_China_Civil_War.1,VIE_Events.txt,VIE_events_l_english.yml,Country,,2,TRUE,TRUE,[NONE],1065,4,N/A,,A,P3,Keep,FALSE,,
